typeID,groupID,typeName,mass,volume,capacity,portionSize,raceID,basePrice,published,marketGroupID,iconID,soundID,graphicID
35027,1954,Catalyst Intaki Syndicate SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35028,1955,Catalyst Intaki Syndicate SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35029,1952,Catalyst InterBus SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35030,1953,Catalyst InterBus SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35031,1954,Catalyst InterBus SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35032,1955,Catalyst InterBus SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35033,1952,Catalyst Quafe SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35034,1953,Catalyst Quafe SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35035,1954,Catalyst Quafe SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35036,1955,Catalyst Quafe SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35037,1952,Catalyst Serpentis SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35038,1953,Catalyst Serpentis SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,1996,None,None,0
35039,1954,Catalyst Serpentis SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35040,1955,Catalyst Serpentis SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35041,1952,Celestis Intaki Syndicate SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35042,1953,Celestis Intaki Syndicate SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35043,1954,Celestis Intaki Syndicate SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35044,1955,Celestis Intaki Syndicate SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35045,1952,Celestis InterBus SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35046,1953,Celestis InterBus SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35047,1954,Celestis InterBus SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35048,1955,Celestis InterBus SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35049,1952,Charon Wiyrkomi SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35050,1953,Charon Wiyrkomi SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35051,1954,Charon Wiyrkomi SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35052,1955,Charon Wiyrkomi SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35053,1952,Chimera Lai Dai SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35054,1953,Chimera Lai Dai SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35055,1954,Chimera Lai Dai SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35056,1955,Chimera Lai Dai SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35057,1952,Coercer Ardishapur SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35058,1953,Coercer Ardishapur SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35059,1954,Coercer Ardishapur SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35060,1955,Coercer Ardishapur SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35061,1952,Coercer Blood Raiders SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35062,1953,Coercer Blood Raiders SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,1994,None,None,0
35063,1954,Coercer Blood Raiders SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35064,1955,Coercer Blood Raiders SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35065,1952,Coercer Sarum SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35066,1953,Coercer Sarum SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35067,1954,Coercer Sarum SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35068,1955,Coercer Sarum SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35069,1952,Federation Navy Comet Police Pursuit SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35070,1953,Federation Navy Comet Police Pursuit SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35071,1954,Federation Navy Comet Police Pursuit SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35072,1955,Federation Navy Comet Police Pursuit SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35073,1952,Cormorant Guristas SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35074,1953,Cormorant Guristas SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,1995,None,None,0
35075,1954,Cormorant Guristas SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35076,1955,Cormorant Guristas SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35077,1952,Crucifier Kador SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35078,1953,Crucifier Kador SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35079,1954,Crucifier Kador SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35080,1955,Crucifier Kador SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35081,1952,Crucifier Sarum SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35082,1953,Crucifier Sarum SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35083,1954,Crucifier Sarum SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35084,1955,Crucifier Sarum SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35085,1952,Cyclone Krusual SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,2,None,1,None,None,None,0
35086,1953,Cyclone Krusual SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,2,None,1,None,None,None,0
35087,1954,Cyclone Krusual SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,2,None,1,None,None,None,0
35088,1955,Cyclone Krusual SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,2,None,1,None,None,None,0
35089,1952,Cyclone Thukker Tribe SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,2,None,1,None,None,None,0
35090,1953,Cyclone Thukker Tribe SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,2,None,1,1959,None,None,0
35091,1954,Cyclone Thukker Tribe SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,2,None,1,None,None,None,0
35092,1955,Cyclone Thukker Tribe SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,2,None,1,None,None,None,0
35093,1952,Dominix Inner Zone Shipping SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35094,1953,Dominix Inner Zone Shipping SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35095,1954,Dominix Inner Zone Shipping SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35096,1955,Dominix Inner Zone Shipping SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35097,1952,Dominix Intaki Syndicate SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35098,1953,Dominix Intaki Syndicate SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35099,1954,Dominix Intaki Syndicate SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35100,1955,Dominix Intaki Syndicate SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35101,1952,Dominix Quafe SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35102,1953,Dominix Quafe SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35103,1954,Dominix Quafe SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35104,1955,Dominix Quafe SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35105,1952,Dominix Serenity YC117 SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35106,1953,Dominix Serenity YC117 SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35107,1954,Dominix Serenity YC117 SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35108,1955,Dominix Serenity YC117 SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35109,1952,Dragoon Khanid SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35110,1953,Dragoon Khanid SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35111,1954,Dragoon Khanid SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35112,1955,Dragoon Khanid SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35113,1952,Dragoon Tash-Murkon SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35114,1953,Dragoon Tash-Murkon SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35115,1954,Dragoon Tash-Murkon SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35116,1955,Dragoon Tash-Murkon SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35117,1952,Drake Serenity YC117 SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35118,1953,Drake Serenity YC117 SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35119,1954,Drake Serenity YC117 SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35120,1955,Drake Serenity YC117 SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35121,1952,Eagle Serenity YC117 SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35122,1953,Eagle Serenity YC117 SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35123,1954,Eagle Serenity YC117 SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35124,1955,Eagle Serenity YC117 SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35125,1952,Erebus Duvolle SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35126,1953,Erebus Duvolle SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35127,1954,Erebus Duvolle SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35128,1955,Erebus Duvolle SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35129,1952,Erebus InterBus SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35130,1953,Erebus InterBus SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35131,1954,Erebus InterBus SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35132,1955,Erebus InterBus SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35133,1952,Executioner Ardishapur SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35134,1953,Executioner Ardishapur SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35135,1954,Executioner Ardishapur SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35136,1955,Executioner Ardishapur SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35137,1952,Executioner Kador SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35138,1953,Executioner Kador SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35139,1954,Executioner Kador SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35140,1955,Executioner Kador SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35141,1952,Exequror Intaki Syndicate SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35142,1953,Exequror Intaki Syndicate SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35143,1954,Exequror Intaki Syndicate SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35144,1955,Exequror Intaki Syndicate SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35145,1952,Fenrir Krusual SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,2,None,1,None,None,None,0
35146,1953,Fenrir Krusual SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,2,None,1,None,None,None,0
35147,1954,Fenrir Krusual SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,2,None,1,None,None,None,0
35148,1955,Fenrir Krusual SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,2,None,1,None,None,None,0
35149,1952,Ferox Guristas SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35150,1953,Ferox Guristas SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,1957,None,None,0
35151,1954,Ferox Guristas SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35152,1955,Ferox Guristas SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35153,1952,Ferox Lai Dai SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35154,1953,Ferox Lai Dai SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35155,1954,Ferox Lai Dai SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35156,1955,Ferox Lai Dai SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35157,1952,Gila Serenity YC117 SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35158,1953,Gila Serenity YC117 SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35159,1954,Gila Serenity YC117 SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35160,1955,Gila Serenity YC117 SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35161,1952,Golem Guristas SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35162,1953,Golem Guristas SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35163,1954,Golem Guristas SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35164,1955,Golem Guristas SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35165,1952,Golem Kaalakiota SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35166,1953,Golem Kaalakiota SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35167,1954,Golem Kaalakiota SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35168,1955,Golem Kaalakiota SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35169,1952,Golem Nugoeihuvi SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35170,1953,Golem Nugoeihuvi SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35171,1954,Golem Nugoeihuvi SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35172,1955,Golem Nugoeihuvi SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35173,1952,Harbinger Kador SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35174,1953,Harbinger Kador SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35175,1954,Harbinger Kador SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35176,1955,Harbinger Kador SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35177,1952,Harbinger Khanid SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35178,1953,Harbinger Khanid SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35179,1954,Harbinger Khanid SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35180,1955,Harbinger Khanid SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35181,1952,Hel Sebiestor SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,2,None,1,None,None,None,0
35182,1953,Hel Sebiestor SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,2,None,1,None,None,None,0
35183,1954,Hel Sebiestor SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,2,None,1,None,None,None,0
35184,1955,Hel Sebiestor SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,2,None,1,None,None,None,0
35185,1952,Heron Sukuuvestaa SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35186,1953,Heron Sukuuvestaa SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35187,1954,Heron Sukuuvestaa SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35188,1955,Heron Sukuuvestaa SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35189,1952,Hulk ORE Development SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,128,None,1,None,None,None,0
35190,1953,Hulk ORE Development SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,128,None,1,None,None,None,0
35191,1954,Hulk ORE Development SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,128,None,1,None,None,None,0
35192,1955,Hulk ORE Development SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,128,None,1,None,None,None,0
35193,1952,Hurricane Sebiestor SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,2,None,1,None,None,None,0
35194,1953,Hurricane Sebiestor SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,2,None,1,None,None,None,0
35195,1954,Hurricane Sebiestor SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,2,None,1,None,None,None,0
35196,1955,Hurricane Sebiestor SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,2,None,1,None,None,None,0
35197,1952,Hyperion Aliastra SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35198,1953,Hyperion Aliastra SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35199,1954,Hyperion Aliastra SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35200,1955,Hyperion Aliastra SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35201,1952,Hyperion Inner Zone Shipping SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35202,1953,Hyperion Inner Zone Shipping SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35203,1954,Hyperion Inner Zone Shipping SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35204,1955,Hyperion Inner Zone Shipping SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35205,1952,Imicus Inner Zone Shipping SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35206,1953,Imicus Inner Zone Shipping SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35207,1954,Imicus Inner Zone Shipping SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35208,1955,Imicus Inner Zone Shipping SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35209,1952,Imicus Intaki Syndicate SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35210,1953,Imicus Intaki Syndicate SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35211,1954,Imicus Intaki Syndicate SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35212,1955,Imicus Intaki Syndicate SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35213,1952,Incursus Aliastra SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35214,1953,Incursus Aliastra SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35215,1954,Incursus Aliastra SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35216,1955,Incursus Aliastra SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35217,1952,Incursus Inner Zone Shipping SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35218,1953,Incursus Inner Zone Shipping SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35219,1954,Incursus Inner Zone Shipping SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35220,1955,Incursus Inner Zone Shipping SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35221,1952,Inquisitor Khanid SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35222,1953,Inquisitor Khanid SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35223,1954,Inquisitor Khanid SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35224,1955,Inquisitor Khanid SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35225,1952,Inquisitor Tash-Murkon SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35226,1953,Inquisitor Tash-Murkon SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35227,1954,Inquisitor Tash-Murkon SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35228,1955,Inquisitor Tash-Murkon SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,4,None,1,None,None,None,0
35229,1952,Ishtar Serenity YC117 SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35230,1953,Ishtar Serenity YC117 SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35231,1954,Ishtar Serenity YC117 SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35232,1955,Ishtar Serenity YC117 SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35233,1952,Iteron Mark V Inner Zone Shipping SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35234,1953,Iteron Mark V Inner Zone Shipping SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35235,1954,Iteron Mark V Inner Zone Shipping SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35236,1955,Iteron Mark V Inner Zone Shipping SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35237,1952,Iteron Mark V InterBus SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35238,1953,Iteron Mark V InterBus SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35239,1954,Iteron Mark V InterBus SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35240,1955,Iteron Mark V InterBus SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35241,1952,Kestrel Wiyrkomi SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35242,1953,Kestrel Wiyrkomi SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35243,1954,Kestrel Wiyrkomi SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35244,1955,Kestrel Wiyrkomi SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,1,None,1,None,None,None,0
35245,1952,Kronos Inner Zone Shipping SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35246,1953,Kronos Inner Zone Shipping SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35247,1954,Kronos Inner Zone Shipping SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35248,1955,Kronos Inner Zone Shipping SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35249,1952,Kronos Police SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35250,1953,Kronos Police SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35251,1954,Kronos Police SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35252,1955,Kronos Police SKIN (365 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35253,1952,Kronos Quafe SKIN (7 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35254,1953,Kronos Quafe SKIN (30 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
35255,1954,Kronos Quafe SKIN (90 Days),0.00E+00,0.01,0.00E+00,1,8,None,1,None,None,None,0
